"Int32","Int32","Int32","Int32","Int32","Int32","Int32","Int32","String","String","Int32","Int32","Int32","Int32"
255,255,255,0,0,100,100,100,"VISUAL_MII_04A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"VISUAL_MII_05A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"VISUAL_MII_06A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"VISUAL_MII_07A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"VISUAL_MII_08A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"VISUAL_MII_08B.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"VISUAL_MII_08B.png","VISUAL_MII_08C.png",89,0,1280,720
255,255,255,0,0,100,100,100,"VISUAL_MII_09A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"VISUAL_MII_09B.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"VISUAL_MII_09C.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"VISUAL_MII_09D.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"VISUAL_MII_09E.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"VISUAL_MII_10A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"VISUAL_MII_11A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"VISUAL_MII_11A.png","VISUAL_MII_11B.png",193,0,1280,720
255,255,255,0,0,100,100,100,"VISUAL_MII_11A.png","VISUAL_MII_11C.png",87,0,1280,720
255,255,255,0,0,100,100,100,"VISUAL_MII_14A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"VISUAL_MII_E01A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"VISUAL_KANAME_01A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"VISUAL_KANAME_01A.png","VISUAL_KANAME_01B.png",259,0,1280,720
255,255,255,0,0,100,100,100,"VISUAL_KANAME_02A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"VISUAL_KANAME_03A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"VISUAL_KANAME_04A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"VISUAL_KANAME_04A.png","VISUAL_KANAME_04B.png",136,0,1280,720
255,255,255,0,0,100,100,100,"VISUAL_KANAME_04A.png","VISUAL_KANAME_04C.png",0,43,1280,720
255,255,255,0,0,100,100,100,"VISUAL_KANAME_04A.png","VISUAL_KANAME_04D.png",0,0,1280,720
255,255,255,0,0,100,100,100,"VISUAL_KANAME_05A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"VISUAL_KANAME_05A.png","VISUAL_KANAME_05B.png",45,0,1280,720
255,255,255,0,0,100,100,100,"VISUAL_KANAME_05A.png","VISUAL_KANAME_05C.png",5,0,1280,720
255,255,255,0,0,100,100,100,"VISUAL_KANAME_05D.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"VISUAL_KANAME_05D.png","VISUAL_KANAME_05E.png",158,0,1280,720
255,255,255,0,0,100,100,100,"VISUAL_KANAME_05D.png","VISUAL_KANAME_05F.png",158,0,1280,720
255,255,255,0,0,100,100,100,"VISUAL_KANAME_06A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"VISUAL_KANAME_06A.png","VISUAL_KANAME_06B.png",189,0,1280,720
255,255,255,0,0,100,100,100,"VISUAL_KANAME_06A.png","VISUAL_KANAME_06C.png",211,0,1280,720
255,255,255,0,0,100,100,100,"VISUAL_KANAME_06A.png","VISUAL_KANAME_06D.png",189,0,1280,720
255,255,255,0,0,100,100,100,"VISUAL_KANAME_06A.png","VISUAL_KANAME_06E.png",179,0,1280,720
255,255,255,0,0,100,100,100,"VISUAL_KANAME_06A.png","VISUAL_KANAME_06F.png",111,0,1280,720
255,255,255,0,0,100,100,100,"VISUAL_KANAME_07A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"VISUAL_KANAME_07A.png","VISUAL_KANAME_07B.png",12,0,1280,720
255,255,255,0,0,100,100,100,"VISUAL_KANAME_07C.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"VISUAL_KANAME_10A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"VISUAL_KANAME_E01A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"VISUAL_CHISEKA_01A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"VISUAL_CHISEKA_02A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"VISUAL_CHISEKA_03A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"VISUAL_CHISEKA_03A.png","VISUAL_CHISEKA_03B.png",65,1,1280,720
255,255,255,0,0,100,100,100,"VISUAL_CHISEKA_04A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"VISUAL_ETC_01A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"VISUAL_ETC_02A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"VISUAL_ETC_03A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"VISUAL_ETC_04A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_SJ_2FROKA01A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_SJ_2FROKA01A.png","BG_SJ_2FROKA01B.png",0,0,1280,720
255,247,225,0,0,100,100,100,"BG_SJ_2FROKA02A.png","",0,0,1280,720
255,247,225,0,0,100,100,100,"BG_SJ_2FROKA02A.png","BG_SJ_2FROKA02B.png",186,0,1280,720
255,255,255,0,0,100,100,100,"BG_SJ_2FROKA03A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_SJ_2FROKA03A.png","BG_SJ_2FROKA03B.png",253,0,1280,720
170,205,240,0,0,100,100,100,"BG_SJ_2FROKA03C.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_SJ_CHUBO01A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_SJ_CHUBO01B.png","",0,0,1280,720
255,247,225,0,0,100,100,100,"BG_SJ_CHUBO02A.png","",0,0,1280,720
255,247,225,0,0,100,100,100,"BG_SJ_CHUBO02B.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_SJ_CHUBO03A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_SJ_CHUBO03A.png","BG_SJ_CHUBO03B.png",165,0,1280,720
208,227,255,0,0,100,100,100,"BG_SJ_CHUBO03C.png","",0,0,1280,720
208,227,255,0,0,100,100,100,"BG_SJ_CHUBO03C.png","BG_SJ_CHUBO03D.png",204,0,1280,720
255,255,255,0,0,100,100,100,"BG_SJ_COUNTER01A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_SJ_COUNTER01A.png","BG_SJ_COUNTER03A.png",152,0,1280,720
255,255,255,0,0,100,100,100,"BG_SJ_COUNTERURA01A.png","",0,0,1280,720
255,245,228,0,0,100,100,100,"BG_SJ_COUNTERURA02A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_SJ_COUNTERURA03A.png","",0,0,1280,720
208,227,255,0,0,100,100,100,"BG_SJ_COUNTERURA03B.png","",0,0,1280,720
208,227,255,0,0,100,100,100,"BG_SJ_COUNTERURA03C.png","",0,0,1280,720
255,255,255,851,0,80,80,100,"BG_SJ_GAIKAN01A.png","",0,0,2297,960
255,255,255,851,0,80,80,100,"BG_SJ_GAIKAN01B.png","",0,0,2297,960
255,255,255,851,0,80,80,100,"BG_SJ_GAIKAN01C.png","",0,0,2297,960
226,243,255,474,0,80,80,100,"BG_SJ_GAIKAN01D.png","",0,0,1920,960
255,240,214,851,0,80,80,100,"BG_SJ_GAIKAN02A.png","",0,0,2297,960
255,240,214,851,0,80,80,100,"BG_SJ_GAIKAN02B.png","",0,0,2297,960
227,243,255,851,0,80,80,100,"BG_SJ_GAIKAN03A.png","",0,0,2297,960
227,243,255,851,0,80,80,100,"BG_SJ_GAIKAN03B.png","",0,0,2297,960
203,228,246,851,0,80,80,100,"BG_SJ_GAIKAN03C.png","",0,0,2297,960
203,228,246,851,0,80,80,100,"BG_SJ_GAIKAN03D.png","",0,0,2297,960
255,255,255,0,0,100,100,100,"BG_SJ_KAIDAN01A.png","",0,0,1280,720
255,244,224,0,0,100,100,100,"BG_SJ_KAIDAN02A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_SJ_KAIDAN03A.png","",0,0,1280,720
172,204,240,0,0,100,100,100,"BG_SJ_KAIDAN03B.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_SJ_KYUKEISHITSU01A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_SJ_KYUKEISHITSU01A.png","BG_SJ_KYUKEISHITSU02A.png",0,8,1280,720
255,255,255,0,0,100,100,100,"BG_SJ_MISEMAE01A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_SJ_MISEMAE01B.png","",0,0,1280,720
255,244,224,0,0,100,100,100,"BG_SJ_MISEMAE02A.png","",0,0,1280,720
255,244,224,0,0,100,100,100,"BG_SJ_MISEMAE02B.png","",0,0,1280,720
222,238,255,0,0,100,100,100,"BG_SJ_MISEMAE03A.png","",0,0,1280,720
222,238,255,0,0,100,100,100,"BG_SJ_MISEMAE03B.png","",0,0,1280,720
203,228,246,0,0,100,100,100,"BG_SJ_MISEMAE03C.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_SJ_TENNAI01A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_SJ_TENNAI01A.png","BG_SJ_TENNAI01B.png",254,0,1280,720
255,245,235,0,0,100,100,100,"BG_SJ_TENNAI02A.png","",0,0,1280,720
255,245,235,0,0,100,100,100,"BG_SJ_TENNAI02A.png","BG_SJ_TENNAI02B.png",21,0,1280,720
255,255,255,0,0,100,100,100,"BG_SJ_TENNAI03A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_SJ_TENNAI03A.png","BG_SJ_TENNAI03B.png",241,0,1280,720
172,204,240,0,0,100,100,100,"BG_SJ_TENNAI03C.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_SJ_URAGUCHI02A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_SJ_YU01A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_SJ_YU01A.png","BG_SJ_YU01B.png",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_SJ_YU01A.png","BG_SJ_YU01C.png",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_SJ_YU01A.png","BG_SJ_YU01D.png",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_SJ_YU01E.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_SJ_YU01E.png","BG_SJ_YU01F.png",0,84,1280,720
255,242,230,0,0,100,100,100,"BG_SJ_YU02A.png","",0,0,1280,720
255,242,230,0,0,100,100,100,"BG_SJ_YU02A.png","BG_SJ_YU02B.png",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_SJ_YU03A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_SJ_YU03A.png","BG_SJ_YU03B.png",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_SJ_YU03A.png","BG_SJ_YU03C.png",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_SJ_YU03A.png","BG_SJ_YU03D.png",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_SJ_YU03A.png","BG_SJ_YU03E.png",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_SJ_YU03A.png","BG_SJ_YU03F.png",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_SJ_YU03A.png","BG_SJ_YU03G.png",0,0,1280,720
171,203,243,0,0,100,100,100,"BG_SJ_YU03H.png","",0,0,1280,720
171,203,243,0,0,100,100,100,"BG_SJ_YU03H.png","BG_SJ_YU03I.png",0,0,1280,720
171,203,243,0,0,100,100,100,"BG_SJ_YU03H.png","BG_SJ_YU03J.png",0,0,1280,720
171,203,243,0,0,100,100,100,"BG_SJ_YU03H.png","BG_SJ_YU03K.png",0,0,1280,720
171,203,243,0,0,100,100,100,"BG_SJ_YU03H.png","BG_SJ_YU03L.png",76,86,1280,720
171,203,243,0,0,100,100,100,"BG_SJ_YU03H.png","BG_SJ_YU03M.png",0,0,1280,720
240,249,255,0,0,100,100,100,"BG_SJ_YU03N.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_TD_1FROKA01A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_TD_1FROKA01B.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_TD_1FROKA03A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_TD_1FROKA03A.png","BG_TD_1FROKA03B.png",246,0,1280,720
255,255,255,0,0,100,100,100,"BG_TD_FURO01A.png","",0,0,1280,720
255,248,236,0,0,100,100,100,"BG_TD_FURO03A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_TD_GAIKAN01A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_TD_GAIKAN01B.png","",0,0,1280,720
236,249,255,0,0,100,100,100,"BG_TD_GAIKAN01C.png","",0,0,1280,720
250,242,206,0,0,100,100,100,"BG_TD_GAIKAN02A.png","",0,0,1280,720
250,242,206,0,0,100,100,100,"BG_TD_GAIKAN02B.png","",0,0,1280,720
190,210,240,0,0,100,100,100,"BG_TD_GAIKAN03A.png","",0,0,1280,720
190,210,240,0,0,100,100,100,"BG_TD_GAIKAN03B.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_TD_GENKAN01A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_TD_GENKAN01B.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_TD_GENKAN01C.png","",0,0,1280,720
250,241,223,0,0,100,100,100,"BG_TD_GENKAN02A.png","",0,0,1280,720
250,241,223,0,0,100,100,100,"BG_TD_GENKAN02B.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_TD_GENKAN03A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_TD_GENKAN03B.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_TD_GENKANMAE01A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_TD_GENKANMAE01A.png","BG_TD_GENKANMAE01B.png",7,5,1280,720
252,244,217,0,0,100,100,100,"BG_TD_GENKANMAE02A.png","",0,0,1280,720
252,244,217,0,0,100,100,100,"BG_TD_GENKANMAE02A.png","BG_TD_GENKANMAE02B.png",113,0,1280,720
199,215,240,0,0,100,100,100,"BG_TD_GENKANMAE03A.png","",0,0,1280,720
199,215,240,0,0,100,100,100,"BG_TD_GENKANMAE03B.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_TD_IMA01A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_TD_IMA01A.png","BG_TD_IMA01B.png",2,0,1280,720
255,255,255,0,0,100,100,100,"BG_TD_IMA01A.png","BG_TD_IMA01C.png",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_TD_IMA01A.png","BG_TD_IMA01D.png",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_TD_IMA01A.png","BG_TD_IMA01E.png",0,0,1280,720
255,243,231,0,0,100,100,100,"BG_TD_IMA02A.png","",0,0,1280,720
255,243,231,0,0,100,100,100,"BG_TD_IMA02A.png","BG_TD_IMA02B.png",225,0,1280,720
255,243,231,0,0,100,100,100,"BG_TD_IMA02A.png","BG_TD_IMA02C.png",0,145,1280,720
255,243,231,0,0,100,100,100,"BG_TD_IMA02A.png","BG_TD_IMA02D.png",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_TD_IMA03A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_TD_IMA03A.png","BG_TD_IMA03B.png",143,0,1280,720
255,255,255,0,0,100,100,100,"BG_TD_IMA03A.png","BG_TD_IMA03C.png",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_TD_IMA03A.png","BG_TD_IMA03D.png",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_TD_IMA03A.png","BG_TD_IMA03E.png",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_TD_IMA03A.png","BG_TD_IMA03F.png",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_TD_IMA03A.png","BG_TD_IMA03G.png",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_TD_IMA03A.png","BG_TD_IMA03H.png",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_TD_KINO01A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_TD_KINO03A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_TD_KINO03A.png","BG_TD_KINO03B.png",0,40,1280,720
190,210,240,0,0,100,100,100,"BG_TD_KINO03C.png","",0,0,1280,720
190,210,240,0,0,100,100,100,"BG_TD_KINO03C.png","BG_TD_KINO03D.png",0,25,1280,720
255,255,255,0,0,100,100,100,"BG_TD_KITCHEN01A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_TD_KITCHEN03A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_TD_SAKURAKO01A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_TD_SAKURAKO03A.png","",0,0,1280,720
200,224,255,0,0,100,100,100,"BG_TD_SAKURAKO03B.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_TD_SAKURAKO03C.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_GK_CHURIN01A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_GK_CHURIN01B.png","",0,0,1280,720
255,247,236,0,0,100,100,100,"BG_GK_CHURIN02A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_GK_GAIKAN01A.png","",0,0,1280,720
255,248,221,0,0,100,100,100,"BG_GK_GAIKAN02A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_GK_HOSOSHITSU01A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_GK_KAIDAN01A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_GK_KAIDAN01B.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_GK_KOMON01A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_GK_KOMON01A.png","BG_GK_KOMON01B.png",65,12,1280,720
255,255,255,0,0,100,100,100,"BG_GK_KOMON01C.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_GK_KOMON01D.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_GK_KOMON01E.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_GK_KOMON02A.png","",0,0,1280,720
255,242,219,0,0,100,100,100,"BG_GK_KOMON02B.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_GK_KOMON02C.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_GK_KOMON02C.png","BG_GK_KOMON03A.png",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_GK_KOTEI01A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_GK_KYOSHITSU01A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_GK_KYOSHITSU01A.png","BG_GK_KYOSHITSU01B.png",77,5,1280,720
255,255,255,0,0,100,100,100,"BG_GK_KYOSHITSU01C.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_GK_KYOSHITSU01C.png","BG_GK_KYOSHITSU01D.png",48,0,1280,720
255,255,255,0,0,100,100,100,"BG_GK_KYOSHITSU01E.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_GK_KYOSHITSU01F.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_GK_KYOSHITSU01G.png","",0,0,1280,720
255,244,228,0,0,100,100,100,"BG_GK_KYOSHITSU02A.png","",0,0,1280,720
255,244,228,0,0,100,100,100,"BG_GK_KYOSHITSU02A.png","BG_GK_KYOSHITSU02B.png",73,9,1280,720
255,255,255,0,0,100,100,100,"BG_GK_KYOSHITSU03A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_GK_KYOSHITSU03A.png","BG_GK_KYOSHITSU03B.png",118,7,1280,720
